user_id,login_id,email,first_name,last_name,pronoun,declared_user_type,status
349705448,kevin.johnston@canvas.test,kevin.johnston@canvas.test,Kevin,Johnston,he/him,student,suspended
784506965,jasmine.hamilton@canvas.test,jasmine.hamilton@canvas.test,Jasmine,Hamilton,['they/them'],student,active
782416910,karla.watkins@canvas.test,karla.watkins@canvas.test,Karla,Watkins,she/her,student,active
615270614,angela.hall@canvas.test,angela.hall@canvas.test,Angela,Hall,she/her,student,active
102231185,rachael.pierce@canvas.test,rachael.pierce@canvas.test,Rachael,Pierce,she/her,student,active
285854023,aaron.morales@canvas.test,aaron.morales@canvas.test,Aaron,Morales,,student,active
717519872,kimberly.bryant@canvas.test,kimberly.bryant@canvas.test,Kimberly,Bryant,she/her,student,active
274173431,tracy.conrad@canvas.test,tracy.conrad@canvas.test,Tracy,Conrad,['they/them'],student,active
344795626,kristin.bell@canvas.test,kristin.bell@canvas.test,Kristin,Bell,,student,active
815537653,teresa.rodriguez@canvas.test,teresa.rodriguez@canvas.test,Teresa,Rodriguez,['xe/xyr'],student,active
210731297,karen.johnson@canvas.test,karen.johnson@canvas.test,Karen,Johnson,she/her,student,active
858737097,robin.lee@canvas.test,robin.lee@canvas.test,Robin,Lee,,student,active
116813031,karen.nelson@canvas.test,karen.nelson@canvas.test,Karen,Nelson,she/her,student,active
500610118,leslie.miles@canvas.test,leslie.miles@canvas.test,Leslie,Miles,she/her,student,active
007692681,barbara.garcia@canvas.test,barbara.garcia@canvas.test,Barbara,Garcia,she/her,student,active
099662404,stacey.garcia@canvas.test,stacey.garcia@canvas.test,Stacey,Garcia,['they/them'],student,active
119211298,michelle.hunt@canvas.test,michelle.hunt@canvas.test,Michelle,Hunt,['xe/xyr'],student,active
486294646,nicole.campbell@canvas.test,nicole.campbell@canvas.test,Nicole,Campbell,['ze/zir'],student,active
507334638,paul.chaney@canvas.test,paul.chaney@canvas.test,Paul,Chaney,['ze/zir'],student,active
976949467,tracie.walls@canvas.test,tracie.walls@canvas.test,Tracie,Walls,she/her,student,active
719364475,nicole.williams@canvas.test,nicole.williams@canvas.test,Nicole,Williams,she/her,student,active
631822238,kathleen.weaver@canvas.test,kathleen.weaver@canvas.test,Kathleen,Weaver,she/her,student,active
364410114,mallory.miller@canvas.test,mallory.miller@canvas.test,Mallory,Miller,she/her,teacher,active
778284771,cynthia.best@canvas.test,cynthia.best@canvas.test,Cynthia,Best,she/her,student,active
994519975,katelyn.cole@canvas.test,katelyn.cole@canvas.test,Katelyn,Cole,she/her,student,active
068245595,barbara.gill@canvas.test,barbara.gill@canvas.test,Barbara,Gill,she/her,student,active
756085575,randy.jenkins@canvas.test,randy.jenkins@canvas.test,Randy,Jenkins,,student,active
729421182,darlene.johnson@canvas.test,darlene.johnson@canvas.test,Darlene,Johnson,['ze/zir'],teacher,active
061069463,deborah.chang@canvas.test,deborah.chang@canvas.test,Deborah,Chang,she/her,student,active
807502868,jennifer.henry@canvas.test,jennifer.henry@canvas.test,Jennifer,Henry,she/her,student,active
017672231,jordan.leach@canvas.test,jordan.leach@canvas.test,Jordan,Leach,she/her,student,active
515522870,jose.thomas@canvas.test,jose.thomas@canvas.test,Jose,Thomas,,teacher,active
378687164,jennifer.pena@canvas.test,jennifer.pena@canvas.test,Jennifer,Pena,,student,active
079180723,kevin.cannon@canvas.test,kevin.cannon@canvas.test,Kevin,Cannon,he/him,student,active
402122299,lisa.hunter@canvas.test,lisa.hunter@canvas.test,Lisa,Hunter,she/her,teacher,active
923007242,jennifer.walters@canvas.test,jennifer.walters@canvas.test,Jennifer,Walters,she/her,student,active
740348078,kelli.fleming@canvas.test,kelli.fleming@canvas.test,Kelli,Fleming,she/her,student,active
830339854,audrey.santana@canvas.test,audrey.santana@canvas.test,Audrey,Santana,she/her,student,active
138905204,heather.thompson@canvas.test,heather.thompson@canvas.test,Heather,Thompson,she/her,student,active
581382647,andrea.cunningham@canvas.test,andrea.cunningham@canvas.test,Andrea,Cunningham,she/her,student,active
850596438,jonathan.lutz@canvas.test,jonathan.lutz@canvas.test,Jonathan,Lutz,,student,deleted
521306443,bobby.leach@canvas.test,bobby.leach@canvas.test,Bobby,Leach,['ze/zir'],student,active
544975186,daniel.ross@canvas.test,daniel.ross@canvas.test,Daniel,Ross,he/him,student,active
172942489,veronica.smith@canvas.test,veronica.smith@canvas.test,Veronica,Smith,she/her,student,active
911095902,julie.wood@canvas.test,julie.wood@canvas.test,Julie,Wood,she/her,student,active
406395548,bethany.williams@canvas.test,bethany.williams@canvas.test,Bethany,Williams,she/her,student,active
835070966,jennifer.hays@canvas.test,jennifer.hays@canvas.test,Jennifer,Hays,she/her,student,active
768677538,nancy.bentley@canvas.test,nancy.bentley@canvas.test,Nancy,Bentley,she/her,student,active
441397542,edward.garcia@canvas.test,edward.garcia@canvas.test,Edward,Garcia,['xe/xyr'],student,active
145557546,tyler.perry@canvas.test,tyler.perry@canvas.test,Tyler,Perry,,student,active
595667839,katie.williams@canvas.test,katie.williams@canvas.test,Katie,Williams,she/her,student,active
755865826,anthony.hall@canvas.test,anthony.hall@canvas.test,Anthony,Hall,he/him,teacher,active
022507863,bethany.christian@canvas.test,bethany.christian@canvas.test,Bethany,Christian,she/her,student,active
716936440,amanda.turner@canvas.test,amanda.turner@canvas.test,Amanda,Turner,,student,active
638555670,melissa.myers@canvas.test,melissa.myers@canvas.test,Melissa,Myers,she/her,teacher,active
470353724,joseph.duncan@canvas.test,joseph.duncan@canvas.test,Joseph,Duncan,['xe/xyr'],student,active
140564854,miranda.palmer@canvas.test,miranda.palmer@canvas.test,Miranda,Palmer,['ze/zir'],student,active
680694313,patricia.fox@canvas.test,patricia.fox@canvas.test,Patricia,Fox,she/her,student,active
955481419,david.hernandez@canvas.test,david.hernandez@canvas.test,David,Hernandez,he/him,student,active
459258775,audrey.gallagher@canvas.test,audrey.gallagher@canvas.test,Audrey,Gallagher,she/her,student,active
952100239,ryan.morton@canvas.test,ryan.morton@canvas.test,Ryan,Morton,,student,active
329832470,mark.gomez@canvas.test,mark.gomez@canvas.test,Mark,Gomez,['ze/zir'],student,active
662148198,faith.anderson@canvas.test,faith.anderson@canvas.test,Faith,Anderson,['xe/xyr'],student,active
812260545,donna.hughes@canvas.test,donna.hughes@canvas.test,Donna,Hughes,she/her,teacher,active
175041532,caitlin.parker@canvas.test,caitlin.parker@canvas.test,Caitlin,Parker,['ze/zir'],student,active
278912632,kenneth.everett@canvas.test,kenneth.everett@canvas.test,Kenneth,Everett,,student,active
740793368,jonathan.charles@canvas.test,jonathan.charles@canvas.test,Jonathan,Charles,he/him,student,active
498662288,cheryl.manning@canvas.test,cheryl.manning@canvas.test,Cheryl,Manning,,teacher,active
093889725,james.lee@canvas.test,james.lee@canvas.test,James,Lee,['they/them'],student,active
500630461,stephen.smith@canvas.test,stephen.smith@canvas.test,Stephen,Smith,he/him,student,active
979136425,timothy.mills@canvas.test,timothy.mills@canvas.test,Timothy,Mills,,student,active
192301490,john.smith@canvas.test,john.smith@canvas.test,John,Smith,he/him,student,active
037801290,stephanie.martin@canvas.test,stephanie.martin@canvas.test,Stephanie,Martin,she/her,student,active
156616451,tyler.brown@canvas.test,tyler.brown@canvas.test,Tyler,Brown,he/him,student,active
002084844,nicole.lewis@canvas.test,nicole.lewis@canvas.test,Nicole,Lewis,she/her,student,active
720803841,amanda.lynn@canvas.test,amanda.lynn@canvas.test,Amanda,Lynn,she/her,student,active
994110575,gabriella.howell@canvas.test,gabriella.howell@canvas.test,Gabriella,Howell,['xe/xyr'],student,active
510555431,kevin.edwards@canvas.test,kevin.edwards@canvas.test,Kevin,Edwards,['ze/zir'],teacher,active
208159186,christine.vasquez@canvas.test,christine.vasquez@canvas.test,Christine,Vasquez,,student,active
379067207,lauren.woods@canvas.test,lauren.woods@canvas.test,Lauren,Woods,,student,active
379141850,ashley.king@canvas.test,ashley.king@canvas.test,Ashley,King,she/her,student,active
193786709,alyssa.kramer@canvas.test,alyssa.kramer@canvas.test,Alyssa,Kramer,,student,active
633144322,noah.johnson@canvas.test,noah.johnson@canvas.test,Noah,Johnson,he/him,student,active
717509847,danielle.rangel@canvas.test,danielle.rangel@canvas.test,Danielle,Rangel,she/her,student,active
202685469,emily.hayes@canvas.test,emily.hayes@canvas.test,Emily,Hayes,,student,active
245322303,adam.allen@canvas.test,adam.allen@canvas.test,Adam,Allen,['xe/xyr'],student,active
385744112,vicki.rangel@canvas.test,vicki.rangel@canvas.test,Vicki,Rangel,she/her,teacher,active
728939524,edward.robles@canvas.test,edward.robles@canvas.test,Edward,Robles,,student,active
175448455,julie.nelson@canvas.test,julie.nelson@canvas.test,Julie,Nelson,she/her,student,active
028512743,nicole.banks@canvas.test,nicole.banks@canvas.test,Nicole,Banks,['xe/xyr'],student,active
635813491,carla.harris@canvas.test,carla.harris@canvas.test,Carla,Harris,,teacher,active
799672432,angelica.lewis@canvas.test,angelica.lewis@canvas.test,Angelica,Lewis,she/her,student,active
389259219,jason.rowe@canvas.test,jason.rowe@canvas.test,Jason,Rowe,he/him,student,deleted
548813535,shannon.hunt@canvas.test,shannon.hunt@canvas.test,Shannon,Hunt,,student,active
213645203,sarah.miles@canvas.test,sarah.miles@canvas.test,Sarah,Miles,,student,active
731497116,jason.white@canvas.test,jason.white@canvas.test,Jason,White,he/him,student,active
414264960,karen.gentry@canvas.test,karen.gentry@canvas.test,Karen,Gentry,she/her,student,active
110380886,kelly.adams@canvas.test,kelly.adams@canvas.test,Kelly,Adams,she/her,student,active
535024211,jordan.hester@canvas.test,jordan.hester@canvas.test,Jordan,Hester,she/her,student,active
729294647,eric.watts@canvas.test,eric.watts@canvas.test,Eric,Watts,,student,active
551923071,audrey.carroll@canvas.test,audrey.carroll@canvas.test,Audrey,Carroll,she/her,student,active
621588973,lindsay.vaughn@canvas.test,lindsay.vaughn@canvas.test,Lindsay,Vaughn,she/her,student,active
619964462,brian.lopez@canvas.test,brian.lopez@canvas.test,Brian,Lopez,he/him,student,active
353176148,stacie.gutierrez@canvas.test,stacie.gutierrez@canvas.test,Stacie,Gutierrez,,student,active
827321035,karen.small@canvas.test,karen.small@canvas.test,Karen,Small,she/her,student,active
703027828,heather.thomas@canvas.test,heather.thomas@canvas.test,Heather,Thomas,she/her,student,active
552667638,kathy.jackson@canvas.test,kathy.jackson@canvas.test,Kathy,Jackson,,student,active
082023760,michael.weaver@canvas.test,michael.weaver@canvas.test,Michael,Weaver,['xe/xyr'],student,active
157200433,preston.perry@canvas.test,preston.perry@canvas.test,Preston,Perry,he/him,student,active
549811599,rebecca.ayala@canvas.test,rebecca.ayala@canvas.test,Rebecca,Ayala,she/her,student,active
768593170,amber.mccall@canvas.test,amber.mccall@canvas.test,Amber,Mccall,she/her,student,active
115028667,heather.lamb@canvas.test,heather.lamb@canvas.test,Heather,Lamb,she/her,student,active
364019720,jennifer.simon@canvas.test,jennifer.simon@canvas.test,Jennifer,Simon,['ze/zir'],student,active
697791778,sara.guerrero@canvas.test,sara.guerrero@canvas.test,Sara,Guerrero,she/her,student,active
308113796,cheryl.burton@canvas.test,cheryl.burton@canvas.test,Cheryl,Burton,,student,active
915308866,sara.lawson@canvas.test,sara.lawson@canvas.test,Sara,Lawson,she/her,student,active
407865540,susan.myers@canvas.test,susan.myers@canvas.test,Susan,Myers,['ze/zir'],student,active
271735387,stacy.obrien@canvas.test,stacy.obrien@canvas.test,Stacy,Obrien,she/her,student,active
297379276,jesse.johnson@canvas.test,jesse.johnson@canvas.test,Jesse,Johnson,['ze/zir'],student,active
413164216,jessica.harper@canvas.test,jessica.harper@canvas.test,Jessica,Harper,she/her,student,active
218658641,ashley.hodge@canvas.test,ashley.hodge@canvas.test,Ashley,Hodge,she/her,student,active
740091005,cassandra.bishop@canvas.test,cassandra.bishop@canvas.test,Cassandra,Bishop,['ze/zir'],student,active
635849857,danielle.martinez@canvas.test,danielle.martinez@canvas.test,Danielle,Martinez,she/her,student,active
551170381,sara.castro@canvas.test,sara.castro@canvas.test,Sara,Castro,she/her,student,active
050265116,joshua.larsen@canvas.test,joshua.larsen@canvas.test,Joshua,Larsen,['ze/zir'],student,active
645986129,kayla.peters@canvas.test,kayla.peters@canvas.test,Kayla,Peters,she/her,student,active
971564424,caitlin.larson@canvas.test,caitlin.larson@canvas.test,Caitlin,Larson,she/her,student,active
011811815,robert.frey@canvas.test,robert.frey@canvas.test,Robert,Frey,['they/them'],student,active
477643998,john.king@canvas.test,john.king@canvas.test,John,King,['xe/xyr'],student,active
024964954,michael.hughes@canvas.test,michael.hughes@canvas.test,Michael,Hughes,,student,active
296268449,maria.wilkerson@canvas.test,maria.wilkerson@canvas.test,Maria,Wilkerson,she/her,student,active
370670593,carrie.thompson@canvas.test,carrie.thompson@canvas.test,Carrie,Thompson,,student,active
736824438,mackenzie.lambert@canvas.test,mackenzie.lambert@canvas.test,Mackenzie,Lambert,she/her,student,active
974145945,diana.mitchell@canvas.test,diana.mitchell@canvas.test,Diana,Mitchell,['xe/xyr'],student,active
012082998,richard.faulkner@canvas.test,richard.faulkner@canvas.test,Richard,Faulkner,['they/them'],student,active
445649330,ruth.olsen@canvas.test,ruth.olsen@canvas.test,Ruth,Olsen,,student,active
978551695,sherry.young@canvas.test,sherry.young@canvas.test,Sherry,Young,she/her,student,active
994910899,matthew.adams@canvas.test,matthew.adams@canvas.test,Matthew,Adams,he/him,student,active
926668691,gary.warren@canvas.test,gary.warren@canvas.test,Gary,Warren,he/him,student,active
825828461,amber.choi@canvas.test,amber.choi@canvas.test,Amber,Choi,she/her,student,active
378475163,michelle.wilson@canvas.test,michelle.wilson@canvas.test,Michelle,Wilson,,student,active
191720880,brittany.arnold@canvas.test,brittany.arnold@canvas.test,Brittany,Arnold,['xe/xyr'],student,active
995370982,sheri.foster@canvas.test,sheri.foster@canvas.test,Sheri,Foster,she/her,student,active
009523406,diamond.downs@canvas.test,diamond.downs@canvas.test,Diamond,Downs,she/her,student,active
053408399,hunter.diaz@canvas.test,hunter.diaz@canvas.test,Hunter,Diaz,,student,active
225525153,tiffany.miller@canvas.test,tiffany.miller@canvas.test,Tiffany,Miller,,student,active
088629021,anthony.white@canvas.test,anthony.white@canvas.test,Anthony,White,['they/them'],student,active
487772534,michelle.strong@canvas.test,michelle.strong@canvas.test,Michelle,Strong,she/her,student,active
833414269,heidi.zamora@canvas.test,heidi.zamora@canvas.test,Heidi,Zamora,she/her,student,active
739754223,joshua.davis@canvas.test,joshua.davis@canvas.test,Joshua,Davis,['ze/zir'],student,suspended
954020291,sarah.ferguson@canvas.test,sarah.ferguson@canvas.test,Sarah,Ferguson,she/her,student,active
490101862,shawn.johnston@canvas.test,shawn.johnston@canvas.test,Shawn,Johnston,he/him,student,active
837324857,john.boyle@canvas.test,john.boyle@canvas.test,John,Boyle,,student,active
207228860,stephanie.harris@canvas.test,stephanie.harris@canvas.test,Stephanie,Harris,she/her,student,active
854543651,manuel.hall@canvas.test,manuel.hall@canvas.test,Manuel,Hall,['ze/zir'],student,active
250036610,laura.flores@canvas.test,laura.flores@canvas.test,Laura,Flores,she/her,student,active
645949652,robert.hill@canvas.test,robert.hill@canvas.test,Robert,Hill,he/him,student,active
195498733,jonathan.martinez@canvas.test,jonathan.martinez@canvas.test,Jonathan,Martinez,['xe/xyr'],student,active
648931617,lisa.anderson@canvas.test,lisa.anderson@canvas.test,Lisa,Anderson,she/her,student,active
031290475,kathryn.benitez@canvas.test,kathryn.benitez@canvas.test,Kathryn,Benitez,she/her,student,active
784179440,joseph.ward@canvas.test,joseph.ward@canvas.test,Joseph,Ward,['xe/xyr'],student,active
544022928,leslie.jimenez@canvas.test,leslie.jimenez@canvas.test,Leslie,Jimenez,she/her,student,active
539252492,kimberly.mcbride@canvas.test,kimberly.mcbride@canvas.test,Kimberly,Mcbride,she/her,student,active
249928131,marc.strong@canvas.test,marc.strong@canvas.test,Marc,Strong,he/him,student,active
644103589,lori.jarvis@canvas.test,lori.jarvis@canvas.test,Lori,Jarvis,she/her,student,active
390973918,perry.jacobs@canvas.test,perry.jacobs@canvas.test,Perry,Jacobs,,student,active
414339358,andrea.jimenez@canvas.test,andrea.jimenez@canvas.test,Andrea,Jimenez,she/her,student,active
150701018,james.odonnell@canvas.test,james.odonnell@canvas.test,James,Odonnell,he/him,student,active
237719006,katherine.nelson@canvas.test,katherine.nelson@canvas.test,Katherine,Nelson,she/her,student,active
258616840,sandra.torres@canvas.test,sandra.torres@canvas.test,Sandra,Torres,['they/them'],student,active
632484773,trevor.garner@canvas.test,trevor.garner@canvas.test,Trevor,Garner,he/him,student,active
947299398,jared.reynolds@canvas.test,jared.reynolds@canvas.test,Jared,Reynolds,,student,deleted
773564437,briana.berry@canvas.test,briana.berry@canvas.test,Briana,Berry,['xe/xyr'],student,active
449805529,cathy.proctor@canvas.test,cathy.proctor@canvas.test,Cathy,Proctor,['xe/xyr'],student,active
525724046,joseph.smith@canvas.test,joseph.smith@canvas.test,Joseph,Smith,['they/them'],student,active
956184185,anna.kelly@canvas.test,anna.kelly@canvas.test,Anna,Kelly,she/her,student,active
926962725,bethany.esparza@canvas.test,bethany.esparza@canvas.test,Bethany,Esparza,she/her,student,active
153507862,brandy.kim@canvas.test,brandy.kim@canvas.test,Brandy,Kim,she/her,student,active
024851649,earl.wood@canvas.test,earl.wood@canvas.test,Earl,Wood,,teacher,active
505014634,melissa.griffin@canvas.test,melissa.griffin@canvas.test,Melissa,Griffin,,student,active
758724169,melissa.woodard@canvas.test,melissa.woodard@canvas.test,Melissa,Woodard,['xe/xyr'],student,active
989414448,michael.casey@canvas.test,michael.casey@canvas.test,Michael,Casey,['they/them'],student,active
488052407,krista.garcia@canvas.test,krista.garcia@canvas.test,Krista,Garcia,['ze/zir'],student,suspended
908911730,kelly.willis@canvas.test,kelly.willis@canvas.test,Kelly,Willis,['they/them'],student,active
869803571,heather.malone@canvas.test,heather.malone@canvas.test,Heather,Malone,['xe/xyr'],student,active
241835481,shelley.molina@canvas.test,shelley.molina@canvas.test,Shelley,Molina,she/her,student,active
774177517,beth.james@canvas.test,beth.james@canvas.test,Beth,James,she/her,student,active
432390334,tabitha.torres@canvas.test,tabitha.torres@canvas.test,Tabitha,Torres,,student,active
904961604,sarah.atkinson@canvas.test,sarah.atkinson@canvas.test,Sarah,Atkinson,she/her,student,active
073430715,jasmin.williams@canvas.test,jasmin.williams@canvas.test,Jasmin,Williams,she/her,student,deleted
054313429,mallory.casey@canvas.test,mallory.casey@canvas.test,Mallory,Casey,she/her,student,active
777076139,troy.norman@canvas.test,troy.norman@canvas.test,Troy,Norman,['they/them'],student,active
908055636,melissa.little@canvas.test,melissa.little@canvas.test,Melissa,Little,,student,active
202288013,sarah.mcdonald@canvas.test,sarah.mcdonald@canvas.test,Sarah,Mcdonald,,student,active
268262288,wendy.thomas@canvas.test,wendy.thomas@canvas.test,Wendy,Thomas,she/her,student,active
332645867,heather.todd@canvas.test,heather.todd@canvas.test,Heather,Todd,she/her,student,active
626182225,dawn.wall@canvas.test,dawn.wall@canvas.test,Dawn,Wall,she/her,student,active
483308354,gary.burns@canvas.test,gary.burns@canvas.test,Gary,Burns,he/him,student,active
627806078,charles.jarvis@canvas.test,charles.jarvis@canvas.test,Charles,Jarvis,he/him,student,active
544092834,angel.hubbard@canvas.test,angel.hubbard@canvas.test,Angel,Hubbard,she/her,student,active
921579918,angela.frazier@canvas.test,angela.frazier@canvas.test,Angela,Frazier,she/her,student,active
721718831,peggy.gill@canvas.test,peggy.gill@canvas.test,Peggy,Gill,she/her,student,active
555908425,lauren.buckley@canvas.test,lauren.buckley@canvas.test,Lauren,Buckley,she/her,student,active
068941925,lorraine.carey@canvas.test,lorraine.carey@canvas.test,Lorraine,Carey,she/her,student,active
761346061,cathy.cole@canvas.test,cathy.cole@canvas.test,Cathy,Cole,she/her,student,deleted
096997339,molly.arnold@canvas.test,molly.arnold@canvas.test,Molly,Arnold,she/her,student,active
966605624,melissa.rivera@canvas.test,melissa.rivera@canvas.test,Melissa,Rivera,she/her,student,active
019296420,denise.gray@canvas.test,denise.gray@canvas.test,Denise,Gray,she/her,student,active
414505783,joan.garza@canvas.test,joan.garza@canvas.test,Joan,Garza,['xe/xyr'],student,active
942079614,melissa.hickman@canvas.test,melissa.hickman@canvas.test,Melissa,Hickman,she/her,student,active
116948263,donna.dennis@canvas.test,donna.dennis@canvas.test,Donna,Dennis,['they/them'],student,active
930843358,alejandro.blanchard@canvas.test,alejandro.blanchard@canvas.test,Alejandro,Blanchard,['they/them'],student,active
040161066,travis.haley@canvas.test,travis.haley@canvas.test,Travis,Haley,he/him,student,active
944223641,cynthia.austin@canvas.test,cynthia.austin@canvas.test,Cynthia,Austin,she/her,student,active
655669020,deborah.fuentes@canvas.test,deborah.fuentes@canvas.test,Deborah,Fuentes,she/her,student,active
660688097,joseph.young@canvas.test,joseph.young@canvas.test,Joseph,Young,he/him,student,active
784809663,jasmine.newman@canvas.test,jasmine.newman@canvas.test,Jasmine,Newman,she/her,student,active
753561058,hunter.anderson@canvas.test,hunter.anderson@canvas.test,Hunter,Anderson,['xe/xyr'],student,suspended
590855971,carrie.gonzalez@canvas.test,carrie.gonzalez@canvas.test,Carrie,Gonzalez,['ze/zir'],student,active
943862791,barbara.dunn@canvas.test,barbara.dunn@canvas.test,Barbara,Dunn,,student,active
591059708,brian.ray@canvas.test,brian.ray@canvas.test,Brian,Ray,['they/them'],student,active
713428608,jeanette.garcia@canvas.test,jeanette.garcia@canvas.test,Jeanette,Garcia,she/her,student,active
120747552,michelle.scott@canvas.test,michelle.scott@canvas.test,Michelle,Scott,she/her,student,active
165091469,linda.dominguez@canvas.test,linda.dominguez@canvas.test,Linda,Dominguez,she/her,student,active
594144547,julie.leon@canvas.test,julie.leon@canvas.test,Julie,Leon,she/her,student,active
726222193,kara.moyer@canvas.test,kara.moyer@canvas.test,Kara,Moyer,,student,active
